code,url,product_name,generic_name,quantity,brands,categories,ingredients_text,ingredients_analysis_tags,allergens,traces,additives_n,additives_en,nutriscore_score,nutriscore_grade,pnns_groups_1,pnns_groups_2,product_quantity,main_category_en,image_url,image_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,image_nutrition_small_url,Unnamed: 25,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,butyric-acid_100g,caproic-acid_100g,caprylic-acid_100g,capric-acid_100g,lauric-acid_100g,myristic-acid_100g,palmitic-acid_100g,stearic-acid_100g,arachidic-acid_100g,behenic-acid_100g,lignoceric-acid_100g,cerotic-acid_100g,montanic-acid_100g,melissic-acid_100g,unsaturated-fat_100g,monounsaturated-fat_100g,omega-9-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,alpha-linolenic-acid_100g,eicosapentaenoic-acid_100g,docosahexaenoic-acid_100g,linoleic-acid_100g,arachidonic-acid_100g,gamma-linolenic-acid_100g,dihomo-gamma-linolenic-acid_100g,oleic-acid_100g,elaidic-acid_100g,gondoic-acid_100g,mead-acid_100g,erucic-acid_100g,nervonic-acid_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,added-sugars_100g,sucrose_100g,glucose_100g,fructose_100g,lactose_100g,maltose_100g,maltodextrins_100g,starch_100g,polyols_100g,erythritol_100g,fiber_100g,soluble-fiber_100g,insoluble-fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,nucleotides_100g,salt_100g,added-salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,biotin_100g,pantothenic-acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,ph_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-dried_100g,fruits-vegetables-nuts-estimate_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,collagen-meat-protein-ratio_100g,cocoa_100g,chlorophyl_100g,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g,nutrition-score-fr_100g,nutrition-score-uk_100g,glycemic-index_100g,water-hardness_100g,choline_100g,phylloquinone_100g,beta-glucan_100g,inositol_100g,carnitine_100g,sulphate_100g,nitrate_100g,acidity_100g,nutriscore_score_final,nutriscore_grade_final,Unnamed: 146,Unnamed: 147,Unnamed: 148,nutriscore_score.1,nutriscore_grade.1,category
8901491102902,http://world-en.openfoodfacts.org/product/8901491102902/flirty-tomato-tango-lay-s,Flirty Tomato Tango,,29.5g,Lay's,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps","Potato, Edible Vegetable Oil (Palmolein Oil, Rice Bran Oil), Sugar, Salt, Tomato Powder (0.8%), ~Spices& Condiments (Red Pepper Powder, Black Pepper Powder, Garlic Powder, Ginger, Clove Powder, Cinnamon Powder), Dextrose, Wheat Fibre.","en:palm-oil,en:vegan-status-unknown,en:vegetarian-status-unknown",,,0,,24,e,Salty snacks,Appetizers,30,Potato crisps,https://images.openfoodfacts.org/images/products/890/149/110/2902/front_en.20.400.jpg,https://images.openfoodfacts.org/images/products/890/149/110/2902/front_en.20.200.jpg,https://images.openfoodfacts.org/images/products/890/149/110/2902/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/149/110/2902/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/149/110/2902/nutrition_en.22.400.jpg,https://images.openfoodfacts.org/images/products/890/149/110/2902/nutrition_en.22.200.jpg,,543,2272,,33.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.2,5.1,,,,,,,,,,,,,,7.1,,,,1.7175,,0.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,24,,,,,,,,,,,,25,e,,,,24,e,General Food
8901491003155,http://world-en.openfoodfacts.org/product/8901491003155/uncle-chipps-plain-salty,Uncle Chipps Plain Salty,,,Uncle Chipps,"Plant-based foods and beverages,Plant-based foods,Snacks,Cereals and potatoes,Salty snacks,Appetizers,Chips and fries,Biscuits and crackers,Crisps,Potato crisps,Crackers,Puffed salty snacks","Potato, Edible Vegetable Oil (Palmolein, Sunflower Oil), lodised Salt (1.5%).","en:palm-oil,en:vegan-status-unknown,en:vegetarian",,,0,,22,e,Salty snacks,Appetizers,,Puffed salty snacks,https://images.openfoodfacts.org/images/products/890/149/100/3155/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/149/100/3155/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/149/100/3155/ingredients_en.15.400.jpg,https://images.openfoodfacts.org/images/products/890/149/100/3155/ingredients_en.15.200.jpg,https://images.openfoodfacts.org/images/products/890/149/100/3155/nutrition_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/149/100/3155/nutrition_en.7.200.jpg,,548,2293,,35,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0.6,,,,,,,,,,,0,,,6.7,,,,1.4775,,0.591,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,22,,,,,,,,,,,,23,e,,,,22,e,General Food
8901414016415,http://world-en.openfoodfacts.org/product/8901414016415/all-time-mixture-bikano,all time mixture,,1kg,Bikano,"Snacks, Salty snacks","Edible Vegetable Oil (Refined Palmolein Oil, Refined Ricebran Oil, Refined Cottonseed Oil), Chickpea Flour (21%), Rice Flakes (13.9%) , Cornflakes (13.5%), Peanuts (9.5%), Sugar (Sucrose), Rice Flour, Split Bengal Gram, Curry Leaves, Husked Dew Moth Bean Flour, lodized Salt, Carom Seeds, Red Chilli Powder, Turmeric, Yellow Chilli Powder, Black Salt, Raising Agent.","en:palm-oil,en:vegan-status-unknown,en:vegetarian",en:peanuts,,0,,25,e,unknown,unknown,1000,Salty snacks,https://images.openfoodfacts.org/images/products/890/141/401/6415/front_en.12.400.jpg,https://images.openfoodfacts.org/images/products/890/141/401/6415/front_en.12.200.jpg,https://images.openfoodfacts.org/images/products/890/141/401/6415/ingredients_en.14.400.jpg,https://images.openfoodfacts.org/images/products/890/141/401/6415/ingredients_en.14.200.jpg,https://images.openfoodfacts.org/images/products/890/141/401/6415/nutrition_en.13.400.jpg,https://images.openfoodfacts.org/images/products/890/141/401/6415/nutrition_en.13.200.jpg,,537.9,2251,,33.1,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.5,5.8,5.8,,,,,,,,,,0,,,13,,,,1.91,,0.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,,,,,,25,,,,,,,,,,,,26,e,,,,25,e,Fat/Nuts/Oil/Seeds
8901414000117,http://world-en.openfoodfacts.org/product/8901414000117/bhujia-bikano,bhujia,,40 g,Bikano,Snacks,"Husked Dew Gram Flour (46%), Edible Vegetable Oil (contains one or more of the following: Palmolein Oil, Cottonseed Oil and Ricebran Oil), Chickpea Flour, lodized Salt, Mixed Spices (Red Chilly Powder, Black Pepper Powder, Clove Powder, Dry Ginger Powder, Long Pepper Powder, Mace Powder, Fennel Powder, Nutmeg Powder, Cardamom Powder, Asafoetida). Made in a facility that processes Wheat, Oats, Peanuts, Tree Nuts, Soy, Milk and Sesame. STORE IN A COOL, DRY AND HYGIENIC PLACE AWAY FROM AIR AND DIRECT SUNLIGHT.","en:palm-oil,en:non-vegan,en:vegetarian-status-unknown",,,0,,,unknown,unknown,unknown,40,Snacks,https://images.openfoodfacts.org/images/products/890/141/400/0117/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/141/400/0117/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/141/400/0117/ingredients_en.14.400.jpg,https://images.openfoodfacts.org/images/products/890/141/400/0117/ingredients_en.14.200.jpg,https://images.openfoodfacts.org/images/products/890/141/400/0117/nutrition_en.11.400.jpg,https://images.openfoodfacts.org/images/products/890/141/400/0117/nutrition_en.11.200.jpg,2550,,2550,,46.9,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.4,,,,,,,,,,,,,,,,,,,2.675,,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.662259615,,,,,,,,,,,,,,,,,,30,e,,,,,unknown,General Food
8901262260947,http://world-en.openfoodfacts.org/product/8901262260947/buffalo-milk-a2-amul,Buffalo Milk A2,,500ml,Amul,"milk,Milk products",Milk,"en:palm-oil-free,en:non-vegan,en:vegetarian",,,0,,5,c,Milk and dairy products,Milk and yogurt,500,Milks,https://images.openfoodfacts.org/images/products/890/126/226/0947/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/126/226/0947/front_en.3.200.jpg,,,https://images.openfoodfacts.org/images/products/890/126/226/0947/nutrition_en.6.400.jpg,https://images.openfoodfacts.org/images/products/890/126/226/0947/nutrition_en.6.200.jpg,,91,381,,6.5,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,3.2,,,,0.125,,0.05,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,0,,,,,,5,,,,,,,,,,,,5,c,,,,5,c,General Food
8901262260152,http://world-en.openfoodfacts.org/product/8901262260152/slim-n-trim-amul,Slim 'n' Trim,,500ml,Amul,"Dairies,Milks",Milk,"en:palm-oil-free,en:non-vegan,en:vegetarian",en:milk,,0,,0,b,Milk and dairy products,Milk and yogurt,500,Milks,https://images.openfoodfacts.org/images/products/890/126/226/0152/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/126/226/0152/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/126/226/0152/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/126/226/0152/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/126/226/0152/nutrition_en.11.400.jpg,https://images.openfoodfacts.org/images/products/890/126/226/0152/nutrition_en.11.200.jpg,,46,192,,1.5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5,,,,,,,,,,,,,,3.2,,,,0.105,,0.042,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,0,a,,,,0,b,Cheese
8901262260114,http://world-en.openfoodfacts.org/product/8901262260114/gold-milky-milk-amul,Gold Milky Milk,,,Amul,Dairies,Milk,"en:palm-oil-free,en:non-vegan,en:vegetarian",,,0,,4,c,unknown,unknown,,Dairies,https://images.openfoodfacts.org/images/products/890/126/226/0114/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/126/226/0114/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/126/226/0114/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/126/226/0114/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/126/226/0114/nutrition_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/126/226/0114/nutrition_en.7.200.jpg,,87,364,,6,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016,5,5,,,,,,,,,,,,,,3.2,,,,0.105,,0.042,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,0,,,,,,4,,,,,,,,,,,,4,c,,,,4,c,Beverages
8901262260107,http://world-en.openfoodfacts.org/product/8901262260107/amul-gold-milky-milk,Amul Gold Milky Milk,,,Amul,"milk,full cream milk",Milk,"en:palm-oil-free,en:non-vegan,en:vegetarian",,,0,,,unknown,Milk and dairy products,Milk and yogurt,,Full-cream-milk,https://images.openfoodfacts.org/images/products/890/126/226/0107/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/126/226/0107/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/126/226/0107/ingredients_en.6.400.jpg,https://images.openfoodfacts.org/images/products/890/126/226/0107/ingredients_en.6.200.jpg,https://images.openfoodfacts.org/images/products/890/126/226/0107/nutrition_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/126/226/0107/nutrition_en.8.200.jpg,,86.4,361,,6,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0.108,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,3,c,,,,,unknown,Beverages
8901262201124,http://world-en.openfoodfacts.org/product/8901262201124/amul-masti-dahi,Amul Masti Dahi,,85 g,Amul,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Yogurts","PASTEURISED TONED MILK, MILK SOLIDS & ACTIVE CHCT","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",,,0,,,unknown,Milk and dairy products,Milk and yogurt,85,Yogurts,https://images.openfoodfacts.org/images/products/890/126/220/1124/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/126/220/1124/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/890/126/220/1124/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/126/220/1124/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/126/220/1124/nutrition_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/126/220/1124/nutrition_en.10.200.jpg,,61.5,257,,3.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,0.138,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,a,,,,,unknown,Cheese
8901262200622,http://world-en.openfoodfacts.org/product/8901262200622/amul-masti,Amul Masti,,400 g,Amul,"curd,yoghurt,Dairies","Pasteurised toned milk, milk solids, active culture","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian",,,0,,0,b,Milk and dairy products,Milk and yogurt,400,Curd,https://images.openfoodfacts.org/images/products/890/126/220/0622/front_en.16.400.jpg,https://images.openfoodfacts.org/images/products/890/126/220/0622/front_en.16.200.jpg,https://images.openfoodfacts.org/images/products/890/126/220/0622/ingredients_en.18.400.jpg,https://images.openfoodfacts.org/images/products/890/126/220/0622/ingredients_en.18.200.jpg,https://images.openfoodfacts.org/images/products/890/126/220/0622/nutrition_en.19.400.jpg,https://images.openfoodfacts.org/images/products/890/126/220/0622/nutrition_en.19.200.jpg,,65,272,,3.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,4.6,4.6,,,,,,,,,,,,,,4,,,,0.125,,0.05,,,,,,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,,,,0,,,,,,0,,,,,,,,,,,,1,b,,,,0,b,Cheese
8901262153348,http://world-en.openfoodfacts.org/product/8901262153348/protein-lassi-rose-flavour-amul,Protein Lassi - Rose Flavour,,,Amul,"Dairies, Fermented foods, Desserts, Fermented milk products, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, Yogurts, Fruit yogurts, Yogurts high in protein on a fruit layer",cholesterol,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian",,,0,,-4,a,Milk and dairy products,Milk and yogurt,,Yogurts high in protein on a fruit layer,https://images.openfoodfacts.org/images/products/890/126/215/3348/front_en.18.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/3348/front_en.18.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/3348/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/3348/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/3348/nutrition_en.20.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/3348/nutrition_en.20.200.jpg,224,53.5,224,,0.85,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002,6,1.6,0,,,,,,,,,,,,,7.5,,,,0.08,,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-4,,,,,,,,,,,,-3,a,,,,-4,a,Beverages
8901262152303,http://world-en.openfoodfacts.org/product/8901262152303/camel-milk-amul,Camel Milk,,200ml,Amul,Milks,Camel Milk,"en:palm-oil-content-unknown,en:vegan-status-unknown,en:vegetarian",,,0,,2,b,Milk and dairy products,Milk and yogurt,200,Milks,https://images.openfoodfacts.org/images/products/890/126/215/2303/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2303/front_en.3.200.jpg,,,https://images.openfoodfacts.org/images/products/890/126/215/2303/nutrition_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/2303/nutrition_en.7.200.jpg,,90,377,,4,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,7.6,7.6,,,,,,,,,,,,,,4.4,,,,0.225,,0.09,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,,,,0,,,,,,2,,,,,,,,,,,,5,c,,,,2,b,Beverages
8901262151863,http://world-en.openfoodfacts.org/product/8901262151863/amul-fresh-cream,Amul Fresh Cream,,250 ml,Amul,"Dairies, Fermented foods, Desserts, Fermented milk products, Creams, Dairy desserts, Milks, Fermented dairy desserts, fr:Fromages blancs, Fresh cream cheese with cow's milk",Milk,"en:palm-oil-free,en:non-vegan,en:vegetarian",,,0,,13,d,Milk and dairy products,Milk and yogurt,250,Fresh cream cheese with cow's milk,https://images.openfoodfacts.org/images/products/890/126/215/1863/front_en.6.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/1863/front_en.6.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/1863/ingredients_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/1863/ingredients_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/1863/nutrition_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/1863/nutrition_en.8.200.jpg,,247,1033,,25,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,3.5,,,,,,,,,,,,,,2,,,,0.0475,,0.019,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,0,,,,,,13,,,,,,,,,,,,14,d,,,,13,d,Fat/Nuts/Oil/Seeds
8901262151269,http://world-en.openfoodfacts.org/product/8901262151269/amul-moti,Amul Moti,,140ml,Amul,"Dairies,Milks,Cow milks",Milk,"en:palm-oil-free,en:non-vegan,en:vegetarian",,,0,,1,b,Milk and dairy products,Milk and yogurt,140,Cow milks,https://images.openfoodfacts.org/images/products/890/126/215/1269/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/1269/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/1269/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/1269/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/1269/nutrition_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/1269/nutrition_en.10.200.jpg,,58.2,244,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,4.8,,,,,,,,,,,,,,3,,,,0.0925,,0.037,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,1,b,,,,1,b,Cheese
8901262150989,http://world-en.openfoodfacts.org/product/8901262150989/amul-gold,Amul Gold,,1 litre,Amul,"Dairies, Milks, Homogenized milks, Pasteurised milks, Cow milks",Milk,"en:palm-oil-free,en:non-vegan,en:vegetarian",,,0,,2,b,Milk and dairy products,Milk and yogurt,1000,Cow milks,https://images.openfoodfacts.org/images/products/890/126/215/0989/front_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0989/front_en.8.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0989/ingredients_en.17.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0989/ingredients_en.17.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0989/nutrition_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0989/nutrition_en.10.200.jpg,297,71,297,,4.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.013,4.7,4.7,,,,,,,,,,,0,,,3,,,,0.1,,0.04,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,,,,,,,0,,,,,,2,,,,,,,,,,,,2,b,,,,2,b,Cheese
8901262150378,http://world-en.openfoodfacts.org/product/8901262150378/slim-n-trim-skimmed-milk-amul,slim 'n' trim Skimmed Milk,,,Amul,"Dairies,Milks",Skimmed Milk,"en:palm-oil-free,en:non-vegan,en:vegetarian",en:milk,,0,,-1,a,Milk and dairy products,Milk and yogurt,,Milks,https://images.openfoodfacts.org/images/products/890/126/215/0378/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0378/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0378/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0378/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0378/nutrition_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0378/nutrition_en.5.200.jpg,,17.5,73,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.5,,,,,,,,,,,,,,1.75,,,,0.05,,0.02,,,,,,,,,,,,,,,,,,,,,0.075,,,,,,,,,,,,,,,,,,0,,,,,,-1,,,,,,,,,,,,0,a,,,,-1,a,Beverages
8901262150217,http://world-en.openfoodfacts.org/product/8901262150217/taaza-amul,Taaza,,500ml,Amul,"Dairies,Milks,Toned milk","Milk (Fat 3.0% minimum, SNF 8.5% minimum)","en:may-contain-palm-oil,en:non-vegan,en:vegetarian",,,0,,1,b,Milk and dairy products,Milk and yogurt,500,Toned-milk,https://images.openfoodfacts.org/images/products/890/126/215/0217/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0217/front_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0217/ingredients_en.9.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0217/ingredients_en.9.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0217/nutrition_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0217/nutrition_en.10.200.jpg,,58.2,244,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,4.8,4.8,,,,,,,,,,,,,,3,,,,0.0925,,0.037,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,0,,,,,,1,,,,,,,,,,,,1,b,,,,1,b,Cheese
8901262150118,http://world-en.openfoodfacts.org/product/8901262150118/fresh-cream-amul,Fresh Cream,,1L,Amul,"Creams,Dairies",Milk Solids,"en:palm-oil-free,en:non-vegan,en:vegetarian",,,0,,,unknown,Milk and dairy products,Milk and yogurt,1000,Creams,https://images.openfoodfacts.org/images/products/890/126/215/0118/front_en.14.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0118/front_en.14.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0118/ingredients_en.15.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0118/ingredients_en.15.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0118/nutrition_en.16.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0118/nutrition_en.16.200.jpg,,246,1029,,25,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,13,d,,,,,unknown,Cheese
8901262150088,http://world-en.openfoodfacts.org/product/8901262150088/amul-taaza,Amul Taaza,,200 ml,Amul,"Dairies,Milks,Whole milks",Milk,"en:palm-oil-free,en:non-vegan,en:vegetarian",,,0,,,unknown,Milk and dairy products,Milk and yogurt,200,Whole milks,https://images.openfoodfacts.org/images/products/890/126/215/0088/front_en.19.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0088/front_en.19.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0088/ingredients_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0088/ingredients_en.10.200.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0088/nutrition_en.13.400.jpg,https://images.openfoodfacts.org/images/products/890/126/215/0088/nutrition_en.13.200.jpg,,58.2,244,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.8,0,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,a,,,,,unknown,Cheese
8901262090315,http://world-en.openfoodfacts.org/product/8901262090315/dairy-whitener-amulya,Dairy whitener,,1kg,Amulya,,"Milk solids, sucrose. Allergen Information: Contains milk.","en:palm-oil-free,en:non-vegan,en:vegetarian",,,0,,,unknown,unknown,unknown,1000,,https://images.openfoodfacts.org/images/products/890/126/209/0315/front_en.9.400.jpg,https://images.openfoodfacts.org/images/products/890/126/209/0315/front_en.9.200.jpg,https://images.openfoodfacts.org/images/products/890/126/209/0315/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/126/209/0315/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/126/209/0315/nutrition_en.13.400.jpg,https://images.openfoodfacts.org/images/products/890/126/209/0315/nutrition_en.13.200.jpg,,460,1925,,20,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,,,,,,,,,,,,,,20,,,,0.675,,0.27,,,,,,,,,,,,,,,,,,,,,0.725,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,32,e,,,,,unknown,Dairy
